Begrotingsjaar,Begrotings hoofdstuk,Verantwoordelijke minister,Naam Begroting,"Type Begroting (zie rbv voor definitie, K voor de Koning, KB voor I t/m IV, B voor begroting, F voor Fonds)","Begrotingsfase OWB=ontwerpbegroting/VB=vastgestelde begroting,1stesup stand, 2de sup stand, JV jaarverslag stand, SW slotwet stand)",Artikel nummer zoals in het witte stuk,% Juridisch verplicht,Omschrijving artikel,Type Artikel,Indicatie grote uitvoerende dienst op artikel. Zie rbv voor definitie,Programma of Apparaat,V/U/O (Verplichtingen/Uitgaven/Ontvangsten),Indicatie totaal regel J/N,Nr. onderverdeling zoals in de witte stukken,Beleidsmatige clustering,Financieel instrument/Apparaat,"Uitsplitsing fin.instrument cq apparaat zoals in b-tabel staat opm: vul de uitsplitsing aan met een regel overig fin.instrument, zie rbv 1.33d toelichting regel 4. Dit geldt ook voor apparaat",Nadere omschrijving zoals in b-tabel staat,Bedrag t-2,Bedrag t-1,Bedrag t,Bedrag t+1,Bedrag t+2,Bedrag t+3,Bedrag t+4,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,4,,Vrede en veiligheid voor ontwikkeling,beleidsartikel,N,Programma,U,N,4.3,"Rechtstaatontwikkeling, wederopbouw, vredesopbouw, versterkte legitimiteit van democratische structuren en tegengaan van corruptie",Bijdragen (inter)nationale organisaties,functionerende rechtsorde,,,"9,000",10000,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,4,,Vrede en veiligheid voor ontwikkeling,beleidsartikel,N,Programma,U,N,4.3,"Rechtstaatontwikkeling, wederopbouw, vredesopbouw, versterkte legitimiteit van democratische structuren en tegengaan van corruptie",Bijdragen (inter)nationale organisaties,Inclusieve politieke processen: vredesdialoog en conflictpreventie,,,"40,057",34645,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,4,,Vrede en veiligheid voor ontwikkeling,beleidsartikel,N,Programma,U,N,4.3,"Rechtstaatontwikkeling, wederopbouw, vredesopbouw, versterkte legitimiteit van democratische structuren en tegengaan van corruptie",Bijdragen (inter)nationale organisaties,Vredesdividend: werkgelegenheid en basisvoorzieningen,,,"46,050",46585,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,4,,Vrede en veiligheid voor ontwikkeling,beleidsartikel,N,Programma,U,N,4.3,"Rechtstaatontwikkeling, wederopbouw, vredesopbouw, versterkte legitimiteit van democratische structuren en tegengaan van corruptie",Bijdragen (inter)nationale organisaties,Legitieme en capabele overheid,,,"17,850",19275,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,4,,Vrede en veiligheid voor ontwikkeling,beleidsartikel,N,Programma,U,N,4.4,Noodhulpfonds,,Noodhulpfonds,,,"170,000",150000,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.1,Versterkte multilaterale betrokkenheid,Bijdragen (inter)nationale organisaties,UNDP,,,"17,500",40500,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.1,Versterkte multilaterale betrokkenheid,Bijdragen (inter)nationale organisaties,UNICEF,,,"14,000",24000,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.1,Versterkte multilaterale betrokkenheid,Bijdragen (inter)nationale organisaties,UNIDO,,,"1,950",1950,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.1,Versterkte multilaterale betrokkenheid,Bijdragen (inter)nationale organisaties,Middelenaanvulling multilaterale banken en fondsen,,,"108,493",75828,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.1,Versterkte multilaterale betrokkenheid,Bijdragen (inter)nationale organisaties,Kapitaalaanvullingen multilaterale banken en fondsen,,,"5,498",6301,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.1,Versterkte multilaterale betrokkenheid,Bijdragen (inter)nationale organisaties,Speciale multilaterale activiteiten,,,"7,373",6773,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.1,Versterkte multilaterale betrokkenheid,Bijdragen (inter)nationale organisaties,Assistent-deskundigen programma,,,"9,000",9000,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.2,Overig armoedebeleid,Bijdragen (inter)nationale organisaties,Kleine activiteiten posten en cultuur en ontwikkeling,,,"12,011",10776,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.2,Overig armoedebeleid,Bijdragen (inter)nationale organisaties,Voorlichting op het terrein van ontwikkelingssamenwerking,,,"9,350",4250,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.2,Overig armoedebeleid,Bijdragen (inter)nationale organisaties,Schuldverlichting,,,"48,667",50940,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.2,Overig armoedebeleid,Bijdragen (inter)nationale organisaties,Unesco,,,"4,400",4400,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.2,Overig armoedebeleid,nog te verdelen i.v.m. wijzigingen BNP en/of toerekeningen,,,,"-183,952",-163532,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,U,N,5.3,Bijdrage aan migratie en ontwikkeling,Subsidies,Migratie en ontwikkeling,,,"3,100",3100,,,,,,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,O,N,5.20,Ontvangsten en restituties met  betrekking tot leningen,,,,"62,426","48,616",43561,"45,906","43,516","41,178","40,892",,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,5,,Versterkte kaders voor ontwikkeling,beleidsartikel,N,Programma,O,N,5.21,Ontvangsten OS,,,,"64,286","31,920",121176,"31,176","31,176","31,176","31,176",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Subsidies,Beleidsprogramma betaalbaarheid,,"1,045",508,508,508,500,500,500,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Subsidies,Bevordering eigen woningbezit,,"19,923","12,699",8122,"6,922","6,239","6,239","6,239",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Subsidies,Woonconsumentenorganisaties,,"1,156","1,208",1158,"1,058",971,971,971,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Opdrachten,Beleidsprogramma betaalbaarheid,,421,"1,362",987,711,618,635,643,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Opdrachten,Onderzoek en kennisoverdracht,,24,30,0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Inkomensoverdracht,Huurtoeslag,,"3,360,001","3,436,011",3536049,"3,419,610","3,603,928","3,799,774","3,991,089",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Bijdrage aan agentschappen,Beleidsprogramma betaalbaarheid (Agentschap NL),,0,0,2890,"2,890","2,890","2,890","2,890",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Bijdragen aan ZBO's / RWT's,Huurcommissie,,"13,558","11,594",12102,"8,995","8,614","8,615","8,615",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Bijdragen aan ZBO's / RWT's,Overige uitvoeringsinstanties,,131,315,315,315,315,315,315,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,1,Betaalbaarheid,Bijdragen aan andere begrotingshoofdstukken,Overige uitvoeringsinstanties,,0,"1,500",406,406,406,406,406,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,2,Onderzoek en kennisoverdracht,Subsidies,Samenwerkende kennisinstellingen e.a.,,"3,296","1,801",1801,"1,801","1,801","1,801","1,801",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,1,,Woningmarkt,beleidsartikel,N,Programma,U,N,2,Onderzoek en kennisoverdracht,Opdrachten,Basisonderzoek en verkenningen,,"4,981","6,298",5581,"5,861","3,861","3,879","4,186",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Subsidies,Beleidsprogramma Energiebesparing,,"4,825","6,564",8222,"3,216","3,216","3,217","3,214",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Subsidies,Beleidsprogramma bouwregelgeving,,"1,306","1,850",600,600,600,600,600,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Subsidies,Energiebesparing verhuurders,,0,400,300,200,"198,520","200,370",0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Subsidies,FES IAGO,,0,360,0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Subsidies,Innovatieregelingen gebouwde omgeving,,"1,709",0,0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Subsidies,Revolverend fonds EGO,,"50,000","60,000",0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Subsidies,Tijdelijke regeling blok voor blok,,80,300,60,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Subsidies,Tijdelijke stimuleringsregeling energiebesparing,,"6,910",0,0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Opdrachten,Beleidsprogramma Energiebesparing,,"1,634","9,295",4313,"3,853","3,533","3,233","3,231",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Opdrachten,Beleidsprogramma bouwregelgeving,,998,"2,342",2093,"2,130","2,130","2,130","2,130",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,1,Energie en bouwkwaliteit,Opdrachten,Innovatieregelingen gebouwde omgeving,,43,0,0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,2,Woningbouwproductie,Subsidies,Beleidsprogramma woningbouwproductie,,340,200,200,200,200,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,2,Woningbouwproductie,Opdrachten,Beleidsprogramma woningbouwproductie,,377,"1,723",1573,"1,573","1,573","1,573","1,573",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,2,Woningbouwproductie,Bijdragen aan baten-lastenagentschappen,Beleidsprogramma woningbouwproductie (Agentschap NL),,"18,163","17,461",6810,"6,250","5,516","5,516","5,516",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,3,Kwaliteit woonomgeving,Subsidies,Beleidsprogramma woonomgeving e.a.,,"2,650",749,749,749,799,799,799,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,3,Kwaliteit woonomgeving,Opdrachten,Beleidsprogramma woonomgeving e.a.,,758,"1,141",1210,"1,048","1,048","1,048","1,048",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,3,Kwaliteit woonomgeving,Opdrachten,Wijkverpleegkundigen,,18,0,0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,3,Kwaliteit woonomgeving,Bijdragen aan medeoverheden,Beleidsprogramma woonomgeving e.a.,,125,0,0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,4,Revolverend Fonds Energiebesparing Verhuurders,Leningen,Revolverend Fonds Energiebesparing verhuurders,,0,"72,800",0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,2,,Woonomgeving en bouw,beleidsartikel,N,Programma,U,N,4,Revolverend Fonds Energiebesparing Verhuurders,Bijdragen aan baten-lastenagentschappen,Uitvoeringskosten Revolverend Fonds Energiebesparing Verhuurders,,200,400,400,400,400,400,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,3,,Kwaliteit Rijksdienst,beleidsartikel,N,Programma,U,N,1,Kwaliteit Rijksdienst,Subsidies,Fysieke Werkomgeving Rijk,,"3,400","3,400",3400,"3,400","3,400","3,400","3,400",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,3,,Kwaliteit Rijksdienst,beleidsartikel,N,Programma,U,N,1,Kwaliteit Rijksdienst,Subsidies,Subsidie A&O-fonds,,0,100,0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,3,,Kwaliteit Rijksdienst,beleidsartikel,N,Programma,U,N,1,Kwaliteit Rijksdienst,Opdrachten,Bedrijfsvoering Rijk,,"8,015","9,489",8172,"8,236","8,123","8,123","8,323",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,3,,Kwaliteit Rijksdienst,beleidsartikel,N,Programma,U,N,1,Kwaliteit Rijksdienst,Bijdragen aan baten-lastenagentschappen,Arbeidsmarkt Communicatie,,"6,293","6,013",5755,"5,405","5,276","5,276","5,276",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,3,,Kwaliteit Rijksdienst,beleidsartikel,N,Programma,U,N,1,Kwaliteit Rijksdienst,Bijdragen aan baten-lastenagentschappen,Bedrijfsvoering Rijk,,0,150,0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,3,,Kwaliteit Rijksdienst,beleidsartikel,N,Programma,U,N,1,Kwaliteit Rijksdienst,Bijdragen aan baten-lastenagentschappen,Bijdrage,,"5,257","1,750",1660,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,3,,Kwaliteit Rijksdienst,beleidsartikel,N,Programma,U,N,1,Kwaliteit Rijksdienst,Bijdragen aan baten-lastenagentschappen,Eigenaarsbijdrage,,"6,800","4,847",0,0,0,0,0,,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,6,,Uitvoering Rijksvastgoedbeleid,beleidsartikel,N,Programma,U,N,1,Een doelmatige uitvoeringspraktijk van de Rijkshuisvesting,Bijdragen aan baten-lastenagentschappen,"Bijdrage aan Rgd voor huisv Koninklijk Huis, HoCoSta's en AZ",,"38,798","21,404",24348,"26,435","28,468","30,782","33,097",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,6,,Uitvoering Rijksvastgoedbeleid,beleidsartikel,N,Programma,U,N,1,Een doelmatige uitvoeringspraktijk van de Rijkshuisvesting,Bijdragen aan baten-lastenagentschappen,waarvan Paleizen,,,"16,515",15104,"16,416","16,253","16,238","16,225",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,6,,Uitvoering Rijksvastgoedbeleid,beleidsartikel,N,Programma,U,N,1,Een doelmatige uitvoeringspraktijk van de Rijkshuisvesting,Bijdragen aan baten-lastenagentschappen,Bijdrage aan Rgd voor monumenten,,"11,328","73,339",5576,"5,576","5,576","5,576","5,576",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,6,,Uitvoering Rijksvastgoedbeleid,beleidsartikel,N,Programma,U,N,1,Een doelmatige uitvoeringspraktijk van de Rijkshuisvesting,Bijdragen aan baten-lastenagentschappen,Bijdrage aan Rgd voor rijkshuisvesting,,"9,290","8,654",9366,"6,334","6,334","5,899","5,899",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,6,,Uitvoering Rijksvastgoedbeleid,beleidsartikel,N,Programma,U,N,2,Beheer materiele activa,Opdrachten,Beheer en plankosten,,"14,682","12,679",11179,"11,179","11,179","10,979","10,979",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,6,,Uitvoering Rijksvastgoedbeleid,beleidsartikel,N,Programma,U,N,2,Beheer materiele activa,Bekostiging,Zakelijke lasten,,"64,233","59,465",58949,"58,917","58,864","58,908","58,910",,
2016,XVIII,S.A. Blok,Wonen en Rijksdienst,B,OWB,6,,Uitvoering Rijksvastgoedbeleid,beleidsartikel,N,Programma,U,N,2,Beheer materiele activa,Bijdragen aan baten-lastenagentschappen,Bijdrage RVOB,,"24,084","21,269",20224,"18,912","18,357","18,357","18,177",,
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,V,N,12,Verplichtingen,,,,"3,407,686","3,578,129",2917637,"3,060,272","2,466,705","3,298,560","2,090,335",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,94.00%,Hoofdwegennet,Beleidsartikel,N,Programma,U,N,12.01,Verkeersmanagement,,,,"21,589","14,510",9691,"3,631","3,631","3,632","3,631",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,U,N,12.02.01,Beheer en onderhoud,,,,"533,514","434,283",498217,"471,699","456,503","463,703","449,736",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,U,N,12.02.04,Vervanging,,,,"131,557","158,597",180539,"90,628","50,292","56,603","50,192",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,U,N,12.03.01,Realisatie,,,,"863,803","481,441",332849,"479,753","831,220","985,013","1,053,573",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,U,N,12.03.02,Verkenningen en planuitwerkingen,,,,"9,264","37,129",110827,"137,416","113,726","547,185","791,851",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,U,N,12.04,Geïntegreerde contractvormen/PPS,,,,"601,189","669,479",371932,"644,111","519,647","325,945","343,201",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,U,N,12.06.01,Apparaatskosten RWS,,,,"355,573","343,366",446542,"424,387","412,987","405,745","404,581",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,U,N,12.06.02,Overige netwerkgebonden kosten,,,,"52,384","96,849",121170,"107,316","98,721","101,379","101,395",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,U,N,12.07,Investeringsruimte,,,,0,0,-60647,"-60,162","-49,218","-52,232","-50,307",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,12,,Hoofdwegennet,Beleidsartikel,N,Programma,O,N,12.09,Ontvangsten,,,,"132,430","667,090",55525,"136,870","47,831","49,740","130,685",A_Infrastructuurfonds,12_Hoofdwegennet
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,90.00%,Spoorwegen,Beleidsartikel,N,Programma,V,N,13,Verplichtingen,,,,"1,635,883","1,988,403",2244286,"1,797,600","3,045,943","2,520,390","1,297,542",A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,,Spoorwegen,Beleidsartikel,N,Programma,U,N,13.02,"Beheer, onderhoud en vervanging",,,,"1,304,521","1,228,205",1291436,"1,165,680","1,142,026","1,186,531","1,163,964",A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,,Spoorwegen,Beleidsartikel,N,Programma,U,N,13.03.01,Realisatieprogramma personenvervoer,,,,"710,202","578,013",671883,"546,425","404,762","346,178","270,982",A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,,Spoorwegen,Beleidsartikel,N,Programma,U,N,13.03.02,Realisatieprogramma goederenvervoer,,,,"51,621","60,556",52643,"71,734","70,501","54,207","15,404",A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,,Spoorwegen,Beleidsartikel,N,Programma,U,N,13.03.04,Verkenningen en planuitwerkingen personenvervoer,,,,"17,307","146,904",115134,"190,097","244,567","194,966","74,556",A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,,Spoorwegen,Beleidsartikel,N,Programma,U,N,13.03.05,Verkenningen en planuitwerkingen goederenvervoer,,,,"5,714","8,359",123725,"6,539","4,182",0,0,A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,,Spoorwegen,Beleidsartikel,N,Programma,U,N,13.04,Geïntegreerde contractvormen/PPS,,,,"135,279","168,123",157384,"155,887","156,395","159,583","166,793",A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,,Spoorwegen,Beleidsartikel,N,Programma,U,N,13.07,Rente en aflossing,,,,"16,577","48,907",17020,"16,597","16,597","16,597","16,597",A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,,Spoorwegen,Beleidsartikel,N,Programma,U,N,13.08,Investeringsruimte,,,,0,"22,276",18037,"76,230","101,916","77,966","77,311",A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,13,,Spoorwegen,Beleidsartikel,N,Programma,O,N,13.09,Ontvangsten,,,,"117,966","203,878",299796,"187,562","188,279","202,300","201,071",A_Infrastructuurfonds,13_Spoorwegen
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,14,92.00%,"Regionaal, lokale infrastructuur",Beleidsartikel,N,Programma,V,N,14,Verplichtingen,,,,"240,876","404,561",182873,"140,335","150,195","77,903","75,832",A_Infrastructuurfonds,"14_Regionaal, lokale infrastructuur"
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,14,,"Regionaal, lokale infrastructuur",Beleidsartikel,N,Programma,U,N,14.01.02,Planuitwerkingsprogramma regionaal/lokaal,,,,"11,159",957,22868,"41,655","6,592","1,889","47,563",A_Infrastructuurfonds,"14_Regionaal, lokale infrastructuur"
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,14,,"Regionaal, lokale infrastructuur",Beleidsartikel,N,Programma,U,N,14.01.03,Realisatieprogramma regionaal/lokaal,,,,"138,019","125,055",113210,"150,923","153,084","83,689","64,959",A_Infrastructuurfonds,"14_Regionaal, lokale infrastructuur"
