Begrotingsjaar,Uitgaven (U) Verplichtingen (V) Ontvangsten (O),Begrotingsstaat,Begrotingsstaat omschrijving,Onderdeel,Omschrijving,ontwerpbegroting,vastgestelde begroting,1ste suppletoire begroting,2de suppletoire begroting,Realisatie
2016,V,XIII,Economische Zaken,16,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",636548,,,,
2016,O,XIII,Economische Zaken,17,Groen onderwijs van hoge kwaliteit,75,,,,
2016,U,XIII,Economische Zaken,17,Groen onderwijs van hoge kwaliteit,796001,,,,
2016,V,XIII,Economische Zaken,17,Groen onderwijs van hoge kwaliteit,842665,,,,
2016,O,XIII,Economische Zaken,18,"Natuur, regio en ruimte",100957,,,,
2016,U,XIII,Economische Zaken,18,"Natuur, regio en ruimte",210728,,,,
2016,V,XIII,Economische Zaken,18,"Natuur, regio en ruimte",151579,,,,
2016,O,XIII,Economische Zaken,19,Toekomstfonds,32088,,,,
2016,U,XIII,Economische Zaken,19,Toekomstfonds,164741,,,,
2016,V,XIII,Economische Zaken,19,Toekomstfonds,158184,,,,
2016,O,XIII,Economische Zaken,40,Apparaat,32526,,,,
2016,U,XIII,Economische Zaken,40,Apparaat,380243,,,,
2016,V,XIII,Economische Zaken,40,Apparaat,380243,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,29636,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,21233,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,21333,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Toeslagenwet en Sociale werkvoorziening",3475,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Toeslagenwet en Sociale werkvoorziening",6611078,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Toeslagenwet en Sociale werkvoorziening",6435802,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,765,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,765,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,3174376,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,3174376,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,66620,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,66620,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,7416,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,7416,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,1432185,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,2365471,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,2365471,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,40014,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,40014,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,1083,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,1083,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,239915,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,5329468,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,5329468,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,458267,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,458267,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,13147314,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,13147314,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,800,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,144278,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,144278,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat,17996,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat,262254,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat,261914,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,47231,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,47231,,,,
2016,O,XV,Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,0,,,,
2016,U,XV,Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,90282,,,,
2016,V,XV,Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,90282,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,10903,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,614456,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,608239,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",2,Curatieve zorg,60955,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",2,Curatieve zorg,4187157,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",2,Curatieve zorg,4097613,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",3,Langdurige zorg en ondersteuning,3441,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",3,Langdurige zorg en ondersteuning,3644801,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",3,Langdurige zorg en ondersteuning,3643306,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",4,Zorgbreed beleid,4858,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",4,Zorgbreed beleid,871197,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",4,Zorgbreed beleid,829432,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",5,Jeugd,82508,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",5,Jeugd,126154,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",5,Jeugd,126154,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",6,Sport en bewegen,740,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",6,Sport en bewegen,128813,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",6,Sport en bewegen,106757,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,901,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,290109,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,290109,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",8,Tegemoetkoming specifieke kosten,0,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",8,Tegemoetkoming specifieke kosten,4432332,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",8,Tegemoetkoming specifieke kosten,4432332,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",9,Algemeen,0,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",9,Algemeen,27336,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",9,Algemeen,27336,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",10,Apparaatsuitgaven,5357,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",10,Apparaatsuitgaven,249168,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",10,Apparaatsuitgaven,249153,,,,
2016,O,XVI,"Volksgezondheid, Welzijn en Sport",11,Nominaal en Onvoorzien,5000,,,,
2016,U,XVI,"Volksgezondheid, Welzijn en Sport",11,Nominaal en Onvoorzien,-15009,,,,
2016,V,XVI,"Volksgezondheid, Welzijn en Sport",11,Nominaal en Onvoorzien,-14967,,,,
2016,O,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,41,Duurzame handel en investeringen,23463,,,,
2016,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,41,Duurzame handel en investeringen,582187,,,,
2016,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,41,Duurzame handel en investeringen,325230,,,,
2016,O,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,42,"Duurzame ontwikkeling, voedselzekerheid en water",0,,,,
2016,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,42,"Duurzame ontwikkeling, voedselzekerheid en water",632320,,,,
2016,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,42,"Duurzame ontwikkeling, voedselzekerheid en water",439033,,,,
2016,O,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,43,Sociale vooruitgang,0,,,,
2016,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,43,Sociale vooruitgang,847642,,,,
2016,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,43,Sociale vooruitgang,572209,,,,
2016,O,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,0,,,,
2016,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,544571,,,,
2016,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,543709,,,,
2016,O,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,45,Versterkte kaders voor ontwikkeling,164737,,,,
2016,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,45,Versterkte kaders voor ontwikkeling,80186,,,,
2016,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,45,Versterkte kaders voor ontwikkeling,188571,,,,
2016,O,XVIII,Wonen en Rijksdienst,11,Woningmarkt,442429,,,,
2016,U,XVIII,Wonen en Rijksdienst,11,Woningmarkt,3569919,,,,
2016,V,XVIII,Wonen en Rijksdienst,11,Woningmarkt,3569919,,,,
2016,O,XVIII,Wonen en Rijksdienst,12,Woonomgeving en bouw,91,,,,
2016,U,XVIII,Wonen en Rijksdienst,12,Woonomgeving en bouw,26530,,,,
2016,V,XVIII,Wonen en Rijksdienst,12,Woonomgeving en bouw,105530,,,,
2016,O,XVIII,Wonen en Rijksdienst,13,Kwaliteit Rijksdienst,0,,,,
2016,U,XVIII,Wonen en Rijksdienst,13,Kwaliteit Rijksdienst,19187,,,,
2016,V,XVIII,Wonen en Rijksdienst,13,Kwaliteit Rijksdienst,19187,,,,
2016,O,XVIII,Wonen en Rijksdienst,16,Uitvoering rijksvastgoedbeleid,186568,,,,
2016,U,XVIII,Wonen en Rijksdienst,16,Uitvoering rijksvastgoedbeleid,144746,,,,
2016,V,XVIII,Wonen en Rijksdienst,16,Uitvoering rijksvastgoedbeleid,144746,,,,
2017,O,A,Infrastructuurfonds,12,Hoofdwegennet,126245,,,,
2017,U,A,Infrastructuurfonds,12,Hoofdwegennet,2355030,,,,
2017,V,A,Infrastructuurfonds,12,Hoofdwegennet,3286674,,,,
2017,O,A,Infrastructuurfonds,13,Spoorwegen,185262,,,,
2017,U,A,Infrastructuurfonds,13,Spoorwegen,2228915,,,,
2017,V,A,Infrastructuurfonds,13,Spoorwegen,2021156,,,,
2017,O,A,Infrastructuurfonds,14,"Regionaal, lokale infra",0,,,,
2017,U,A,Infrastructuurfonds,14,"Regionaal, lokale infra",216332,,,,
2017,V,A,Infrastructuurfonds,14,"Regionaal, lokale infra",52695,,,,
2017,O,A,Infrastructuurfonds,15,Hoofdvaarwegennet,93675,,,,
2017,U,A,Infrastructuurfonds,15,Hoofdvaarwegennet,872578,,,,
2017,V,A,Infrastructuurfonds,15,Hoofdvaarwegennet,802092,,,,
2017,O,A,Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,22661,,,,
2017,U,A,Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,181174,,,,
2017,V,A,Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,1318102,,,,
2017,O,A,Infrastructuurfonds,18,Overige uitgaven en ontvangsten,0,,,,
2017,U,A,Infrastructuurfonds,18,Overige uitgaven en ontvangsten,24292,,,,
2017,V,A,Infrastructuurfonds,18,Overige uitgaven en ontvangsten,84239,,,,
2017,O,A,Infrastructuurfonds,19,Bijdrage andere begrotingen Rijk,5450478,,,,
2017,U,A,Infrastructuurfonds,19,Bijdrage andere begrotingen Rijk,0,,,,
2017,V,A,Infrastructuurfonds,19,Bijdrage andere begrotingen Rijk,0,,,,
2017,O,I,De Koning,1,Uitkering leden Koninklijk Huis,0,,,,
2017,U,I,De Koning,1,Uitkering leden Koninklijk Huis,8009,,,,
2017,O,I,De Koning,2,Functionele uitgaven van de Koning,0,,,,
2017,U,I,De Koning,2,Functionele uitgaven van de Koning,27684,,,,
2017,O,I,De Koning,3,Doorbelaste uitgaven van andere begrotingen,0,,,,
2017,U,I,De Koning,3,Doorbelaste uitgaven van andere begrotingen,5728,,,,
2017,V,I,De Koning,1,Uitkering leden Koninklijk Huis,8009,,,,
2017,V,I,De Koning,2,Functionele uitgaven van de Koning,27684,,,,
2017,V,I,De Koning,3,Doorbelaste uitgaven van andere begrotingen,5728,,,,
2017,O,IIA,De Staten Generaal,1,Wetgeving en controle Eerste Kamer,140,,,,
2017,U,IIA,De Staten Generaal,1,Wetgeving en controle Eerste Kamer,11940,,,,
2017,V,IIA,De Staten Generaal,1,Wetgeving en controle Eerste Kamer,11940,,,,
2017,O,IIA,De Staten Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,86,,,,
2017,U,IIA,De Staten Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,31675,,,,
2017,V,IIA,De Staten Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,31675,,,,
2017,O,IIA,De Staten Generaal,3,Wetgeving en controle Tweede Kamer,3966,,,,
2017,U,IIA,De Staten Generaal,3,Wetgeving en controle Tweede Kamer,101005,,,,
2017,V,IIA,De Staten Generaal,3,Wetgeving en controle Tweede Kamer,101005,,,,
2017,O,IIA,De Staten Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,23,,,,
2017,U,IIA,De Staten Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,1472,,,,
2017,V,IIA,De Staten Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,1472,,,,
2017,O,IIA,De Staten Generaal,10,Nominaal en onvoorzien,0,,,,
2017,U,IIA,De Staten Generaal,10,Nominaal en onvoorzien,-1912,,,,
2017,V,IIA,De Staten Generaal,10,Nominaal en onvoorzien,-1912,,,,
2017,O,IIB,Overige Hoge Colleges van Staat,1,Raad van State,1950,,,,
2017,U,IIB,Overige Hoge Colleges van Staat,1,Raad van State,59314,,,,
2017,V,IIB,Overige Hoge Colleges van Staat,1,Raad van State,59314,,,,
2017,O,IIB,Overige Hoge Colleges van Staat,2,Algemene Rekenkamer,1217,,,,
2017,U,IIB,Overige Hoge Colleges van Staat,2,Algemene Rekenkamer,28047,,,,
2017,V,IIB,Overige Hoge Colleges van Staat,2,Algemene Rekenkamer,28047,,,,
2017,O,IIB,Overige Hoge Colleges van Staat,3,De Nationale Ombudsman,2189,,,,
2017,U,IIB,Overige Hoge Colleges van Staat,3,De Nationale Ombudsman,15230,,,,
2017,V,IIB,Overige Hoge Colleges van Staat,3,De Nationale Ombudsman,15230,,,,
2017,O,IIB,Overige Hoge Colleges van Staat,4,Kanselarij der Nederlandse Orden,29,,,,
2017,U,IIB,Overige Hoge Colleges van Staat,4,Kanselarij der Nederlandse Orden,4671,,,,
2017,V,IIB,Overige Hoge Colleges van Staat,4,Kanselarij der Nederlandse Orden,4671,,,,
2017,O,IIB,Overige Hoge Colleges van Staat,6,Kabinet van de Gouverneur van Aruba,60,,,,
2017,U,IIB,Overige Hoge Colleges van Staat,6,Kabinet van de Gouverneur van Aruba,2183,,,,
2017,V,IIB,Overige Hoge Colleges van Staat,6,Kabinet van de Gouverneur van Aruba,2183,,,,
2017,O,IIB,Overige Hoge Colleges van Staat,7,Kabinet van de Gouverneur van Curaçao,200,,,,
2017,U,IIB,Overige Hoge Colleges van Staat,7,Kabinet van de Gouverneur van Curaçao,3213,,,,
2017,V,IIB,Overige Hoge Colleges van Staat,7,Kabinet van de Gouverneur van Curaçao,3213,,,,
2017,O,IIB,Overige Hoge Colleges van Staat,8,Kabinet van de Gouverneur van Sint Maarten,50,,,,
2017,U,IIB,Overige Hoge Colleges van Staat,8,Kabinet van de Gouverneur van Sint Maarten,2358,,,,
2017,V,IIB,Overige Hoge Colleges van Staat,8,Kabinet van de Gouverneur van Sint Maarten,2358,,,,
2017,O,III,Algemene Zaken,1,Bevorderen eenheid regeringsbeleid,4365,,,,
2017,U,III,Algemene Zaken,1,Bevorderen eenheid regeringsbeleid,59461,,,,
2017,V,III,Algemene Zaken,1,Bevorderen eenheid regeringsbeleid,59461,,,,
2017,O,III,Algemene Zaken,4,Kabinet van de Koning,2390,,,,
2017,U,III,Algemene Zaken,4,Kabinet van de Koning,2390,,,,
2017,V,III,Algemene Zaken,4,Kabinet van de Koning,2390,,,,
2017,O,III,Algemene Zaken,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,0,,,,
2017,U,III,Algemene Zaken,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1620,,,,
2017,V,III,Algemene Zaken,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1620,,,,
2017,O,IV,Koninkrijksrelaties,1,Waarborgfunctie,4857,,,,
2017,U,IV,Koninkrijksrelaties,1,Waarborgfunctie,70858,,,,
2017,V,IV,Koninkrijksrelaties,1,Waarborgfunctie,70858,,,,
2017,O,IV,Koninkrijksrelaties,4,Bevorderen sociaal-economische structuur,3213,,,,
2017,U,IV,Koninkrijksrelaties,4,Bevorderen sociaal-economische structuur,14676,,,,
2017,V,IV,Koninkrijksrelaties,4,Bevorderen sociaal-economische structuur,14676,,,,
2017,O,IV,Koninkrijksrelaties,5,Schuldsanering/lopende inschrijving/leningen,28405,,,,
2017,U,IV,Koninkrijksrelaties,5,Schuldsanering/lopende inschrijving/leningen,186981,,,,
2017,V,IV,Koninkrijksrelaties,5,Schuldsanering/lopende inschrijving/leningen,0,,,,
2017,O,IV,Koninkrijksrelaties,6,Apparaat,0,,,,
2017,U,IV,Koninkrijksrelaties,6,Apparaat,18071,,,,
2017,V,IV,Koninkrijksrelaties,6,Apparaat,18071,,,,
2017,O,IV,Koninkrijksrelaties,7,Nominaal en onvoorzien,0,,,,
2017,U,IV,Koninkrijksrelaties,7,Nominaal en onvoorzien,1276,,,,
2017,V,IV,Koninkrijksrelaties,7,Nominaal en onvoorzien,1276,,,,
2017,O,IXA,Nationale Schuld,1,Financiering staatsschuld,39791000,,,,
2017,U,IXA,Nationale Schuld,1,Financiering staatsschuld,45152957,,,,
2017,V,IXA,Nationale Schuld,1,Financiering staatsschuld,45152957,,,,
2017,O,IXA,Nationale Schuld,2,Kasbeheer,7438719,,,,
2017,U,IXA,Nationale Schuld,2,Kasbeheer,1532727,,,,
2017,V,IXA,Nationale Schuld,2,Kasbeheer,1532727,,,,
2017,O,IXB,Financiën,1,Belastingen,879233,,,,
2017,U,IXB,Financiën,1,Belastingen,2924355,,,,
2017,V,IXB,Financiën,1,Belastingen,2924355,,,,
2017,O,IXB,Financiën,2,Financiele Markten,13927,,,,
2017,U,IXB,Financiën,2,Financiele Markten,21334,,,,
2017,V,IXB,Financiën,2,Financiele Markten,21334,,,,
2017,O,IXB,Financiën,3,Financ. act. Publiek-Private sector,1316590,,,,
2017,U,IXB,Financiën,3,Financ. act. Publiek-Private sector,169528,,,,
2017,V,IXB,Financiën,3,Financ. act. Publiek-Private sector,169528,,,,
2017,O,IXB,Financiën,4,Internationale Fin. Betrekkingen,3799,,,,
2017,U,IXB,Financiën,4,Internationale Fin. Betrekkingen,121757,,,,
2017,V,IXB,Financiën,4,Internationale Fin. Betrekkingen,983089,,,,
2017,O,IXB,Financiën,5,Exportkrediet- en investeringsverzekering,257092,,,,
2017,U,IXB,Financiën,5,Exportkrediet- en investeringsverzekering,88145,,,,
2017,V,IXB,Financiën,5,Exportkrediet- en investeringsverzekering,10616525,,,,
2017,O,IXB,Financiën,6,BTW-Compensatiefonds,0,,,,
2017,U,IXB,Financiën,6,BTW-Compensatiefonds,2922888,,,,
2017,V,IXB,Financiën,6,BTW-Compensatiefonds,2922888,,,,
2017,O,IXB,Financiën,7,Beheer materiele activa,1800,,,,
2017,U,IXB,Financiën,7,Beheer materiele activa,308,,,,
2017,V,IXB,Financiën,7,Beheer materiele activa,308,,,,
2017,O,IXB,Financiën,10,Nominaal en onvoorzien,0,,,,
2017,U,IXB,Financiën,10,Nominaal en onvoorzien,90558,,,,
2017,V,IXB,Financiën,10,Nominaal en onvoorzien,90558,,,,
2017,O,IXB,Financiën,21,Centraal Apparaat,52552,,,,
2017,U,IXB,Financiën,21,Centraal Apparaat,229148,,,,
2017,V,IXB,Financiën,21,Centraal Apparaat,229148,,,,
2017,O,J,Deltafonds,1,Investeren in waterveiligheid,186805,,,,
2017,U,J,Deltafonds,1,Investeren in waterveiligheid,536678,,,,
2017,V,J,Deltafonds,1,Investeren in waterveiligheid,840560,,,,
2017,O,J,Deltafonds,2,Investeren in zoetwatervoorziening,0,,,,
2017,U,J,Deltafonds,2,Investeren in zoetwatervoorziening,38973,,,,
2017,V,J,Deltafonds,2,Investeren in zoetwatervoorziening,52358,,,,
2017,O,J,Deltafonds,3,"Beheer, Onderhoud en vervanging",0,,,,
2017,U,J,Deltafonds,3,"Beheer, Onderhoud en vervanging",169466,,,,
2017,V,J,Deltafonds,3,"Beheer, Onderhoud en vervanging",132041,,,,
2017,O,J,Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,0,,,,
2017,U,J,Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,133415,,,,
2017,V,J,Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,133414,,,,
2017,O,J,Deltafonds,6,Bijdrage ten laste van begroting Hoofdstuk XII,717851,,,,
2017,U,J,Deltafonds,6,Bijdrage ten laste van begroting Hoofdstuk XII,0,,,,
2017,V,J,Deltafonds,6,Bijdrage ten laste van begroting Hoofdstuk XII,0,,,,
2017,O,J,Deltafonds,7,Investeren in Waterkwaliteit,0,,,,
2017,U,J,Deltafonds,7,Investeren in Waterkwaliteit,26124,,,,
2017,V,J,Deltafonds,7,Investeren in Waterkwaliteit,20495,,,,
2017,O,V,Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,0,,,,
2017,U,V,Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,110249,,,,
2017,V,V,Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,148225,,,,
2017,O,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,1212,,,,
2017,U,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,250598,,,,
2017,V,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,236321,,,,
2017,O,V,Buitenlandse Zaken,43,Europese Samenwerking,641003,,,,
2017,U,V,Buitenlandse Zaken,43,Europese Samenwerking,7756749,,,,
2017,V,V,Buitenlandse Zaken,43,Europese Samenwerking,7556518,,,,
2017,O,V,Buitenlandse Zaken,44,Consulaire belangenbehartiging,42090,,,,
2017,U,V,Buitenlandse Zaken,44,Consulaire belangenbehartiging,48541,,,,
2017,V,V,Buitenlandse Zaken,44,Consulaire belangenbehartiging,38767,,,,
2017,O,V,Buitenlandse Zaken,46,Nominaal en onvoorzien,0,,,,
2017,U,V,Buitenlandse Zaken,46,Nominaal en onvoorzien,34158,,,,
2017,V,V,Buitenlandse Zaken,46,Nominaal en onvoorzien,34158,,,,
2017,O,V,Buitenlandse Zaken,47,Apparaat,21450,,,,
2017,U,V,Buitenlandse Zaken,47,Apparaat,679241,,,,
2017,V,V,Buitenlandse Zaken,47,Apparaat,692790,,,,
2017,O,VI,Veiligheid en Justitie,31,Nationale Politie,16500,,,,
2017,U,VI,Veiligheid en Justitie,31,Nationale Politie,5547979,,,,
2017,V,VI,Veiligheid en Justitie,31,Nationale Politie,5546131,,,,
2017,O,VI,Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,291721,,,,
2017,U,VI,Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,1469910,,,,
2017,V,VI,Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,1469910,,,,
2017,O,VI,Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,1305182,,,,
2017,U,VI,Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,672645,,,,
2017,V,VI,Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,672645,,,,
2017,O,VI,Veiligheid en Justitie,34,Straffen en Beschermen,99505,,,,
2017,U,VI,Veiligheid en Justitie,34,Straffen en Beschermen,2575032,,,,
2017,V,VI,Veiligheid en Justitie,34,Straffen en Beschermen,2575032,,,,
2017,O,VI,Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,0,,,,
2017,U,VI,Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,257893,,,,
2017,V,VI,Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,257893,,,,
2017,O,VI,Veiligheid en Justitie,37,Vreemdelingen,306400,,,,
2017,U,VI,Veiligheid en Justitie,37,Vreemdelingen,1627341,,,,
2017,V,VI,Veiligheid en Justitie,37,Vreemdelingen,1627341,,,,
2017,O,VI,Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,26682,,,,
2017,U,VI,Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,426082,,,,
2017,V,VI,Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,425525,,,,
2017,O,VI,Veiligheid en Justitie,92,Nominaal en onvoorzien,0,,,,
2017,U,VI,Veiligheid en Justitie,92,Nominaal en onvoorzien,806,,,,
2017,V,VI,Veiligheid en Justitie,92,Nominaal en onvoorzien,806,,,,
2017,O,VI,Veiligheid en Justitie,93,Geheim,0,,,,
2017,U,VI,Veiligheid en Justitie,93,Geheim,3067,,,,
2017,V,VI,Veiligheid en Justitie,93,Geheim,3067,,,,
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,21965,,,,
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,30567,,,,
